"Month","County","Ozone","PM2.5"
10,"Forsyth",33.7344632768362,28.2262773722628
10,"Guilford",35.8888888888889,21.6271186440678
10,"Haywood",35.6174863387978,9.8
10,"Johnston",33.65,28.135593220339
10,"Mecklenburg",36.3089430894309,31.377245508982
10,"Montgomery",32.7741935483871,26.4642857142857
10,"New Hanover",34.7,12.22
10,"Pitt",34.7321428571429,24.1044776119403
10,"Swain",30.4117647058824,26.4210526315789
10,"Wake",34.8666666666667,30.3928571428571
11,"Avery",36.1166666666667,15.5
11,"Forsyth",29.3333333333333,35.6818181818182
11,"Mecklenburg",27.0606060606061,36.179012345679
11,"Montgomery",28.0666666666667,32.9333333333333
11,"Wake",27.8,35.7721518987342
11,"Buncombe",NA,21.5217391304348
11,"Cumberland",NA,22.71875
11,"Durham",NA,34.5857142857143
11,"Edgecombe",NA,23.0833333333333
11,"Guilford",NA,28.4827586206897
11,"Haywood",NA,7.3
11,"Johnston",NA,30.4237288135593
11,"New Hanover",NA,16.6071428571429
11,"Pitt",NA,22.9285714285714
11,"Swain",NA,29.15
12,"Avery",36.7777777777778,11.1428571428571
12,"Mecklenburg",25.6,34.8650306748466
12,"Montgomery",27.8813559322034,28.2258064516129
12,"Wake",25.9824561403509,35.6993464052288
12,"Buncombe",NA,17.2686567164179
12,"Cumberland",NA,25.2857142857143
12,"Durham",NA,36.0547945205479
12,"Edgecombe",NA,20.9516129032258
12,"Forsyth",NA,35.2481751824818
12,"Guilford",NA,28.9193548387097
12,"Haywood",NA,5.5
12,"Johnston",NA,30.8225806451613
12,"New Hanover",NA,15.8064516129032
12,"Pitt",NA,23.5
12,"Swain",NA,25.8947368421053
